"verbatimScientificName","taxon_name","taxon_authors","LL","UL","IUCN"
"Sinopodophyllum hexandrum (Royle) Ying","Podophyllum hexandrum","Royle",1250,3250,"NE"
"Incarvillea diffusa Royle","Incarvillea diffusa","Royle",1400,2100,"NE"
"Yucca gloriosa L.","Yucca gloriosa","L.",NA,NA,"LC"
"Basella alba L.","Basella alba","L.",950,1050,"NE"
"Alyssum desertorum Stapf","Alyssum desertorum","Stapf",NA,NA,"NE"
"Impatiens laxiflora Edgew.","Impatiens laxiflora","Edgew.",1035.5,2864.5,"NE"
"Yucca aloifolia L.","Yucca aloifolia","L.",750,1250,"DD"
"Berberis glaucocarpa Stapf","Berberis glaucocarpa","Stapf",600,2400,"NE"
"Berberis pachyacantha Bien. ex Koehne","Berberis pachyacantha","Bien. ex Koehne",1050,2950,"NE"
"Asparagus racemosus Willd.","Asparagus racemosus","Willd.",975,1125,"NE"
"Myosotis sylvatica Ehrh. ex Hoffm.","Myosotis sylvatica","Ehrh. ex Hoffm.",1000,3000,"NE"
"Dolichandra unguis-cati (L.) L.G.Lohmann","Dolichandra unguis-cati","(L.) L.G.Lohmann",550,950,"NE"
"Aristolochia littoralis Parodi","Aristolochia littoralis","Parodi",725,825,"NE"
"Arabis pterosperma Edgew.","Arabis pterosperma","Edgew.",1450,2950,"NE"
"Berberis coriaria Royle ex Lindl.","Berberis coriaria","Royle ex Lindl.",200,2500,"NE"
"Polygonatum verticillatum (L.) All.","Polygonatum verticillatum","(L.) All.",1600,3100,"NE"
"Berberis ulicina Hook. fil. & Thoms.","Berberis ulicina","Hook.f. & Thomson",NA,NA,"NE"
"Berberis himalaica Ahrendt","Berberis himalaica","Ahrendt",NA,NA,"NE"
"Impatiens reidii Hook. fil.","Impatiens reidii","Hook.f.",750,2750,"NE"
"Biebersteinia emodi Jaub. & Spach","Biebersteinia odora","Stephan",0,5030,"NE"
"Trachelospermum lucidum (D. Don) Schum.","Trachelospermum lucidum","(D.Don) K.Schum.",1000,1100,"NE"
"Tecoma capensis (Thunb.) Lindl.","Tecomaria capensis","(Thunb.) Spach",NA,NA,"LC"
"Impatiens glandulifera Royle","Impatiens glandulifera","Royle",1100,2800,"NE"
"Phoenix sylvestris (L.) Roxb.","Phoenix sylvestris","(L.) Roxb.",850,1000,"NE"
"Anredera cordifolia (Ten.) Steenis","Anredera cordifolia","(Ten.) Steenis",0,1400,"NE"
"Impatiens bicolor Royle","Impatiens bicolor","Royle",550,2150,"NE"
"Phoenix acaulis Roxb.","Phoenix acaulis","Roxb.",643.5,856.5,"NE"
"Rohdea nepalensis (Raf.) N.Tanaka","Rohdea nepalensis","(Raf.) N.Tanaka",850,2050,"NE"
"Cynoglossum zeylanicum (Vahl) Thunb. ex Lehm.","Cynoglossum zeylanicum","(Sw. ex Lehm.) Thunb. ex Brand",1750,2350,"NE"
"Impatiens bicornuta Wall.","Impatiens bicornuta","Wall.",1025,2225,"NE"
"Impatiens sulcata Wall.","Impatiens sulcata","Wall.",1200,2900,"NE"
"Hydrocotyle javanica Thunb.","Hydrocotyle javanica","Thunb.",1250,1750,"LC"
"Agave vivipara L.","Agave vivipara","L.",0,460,"VU"
"Arnebia hispidissima (Lehm.) DC.","Arnebia hispidissima","(Sieber ex Lehm.) A.DC.",200,600,"NE"
"Arisaema flavum (Forssk.) Schott","Arisaema flavum","(Forssk.) Schott",1000,2800,"NE"
"Berberis brandisiana Ahrendt","Berberis brandisiana","Ahrendt",NA,NA,"NE"
"Berberis pseudoumbellata subsp. gilgitica S.M.H. Jafri","Berberis pseudumbellata","R.Parker",900,2600,NA
"Calamus tenuis Roxb.","Calamus tenuis","Roxb.",243.5,456.5,"LC"
"Impatiens arguta Hook. fil. & Thoms.","Impatiens arguta","Hook.f. & Thomson",850,2650,"NE"
"Onosma thomsonii C. B. Cl.","Onosma thomsonii","C.B.Clarke",200,1400,"NE"
"Impatiens latiflora Hook. fil. & Thoms.","Impatiens latiflora","Hook.f. & Thomson",1350,1650,"NE"
"Catharanthus pusillus (Murr.) G. Don","Catharanthus pusillus","(Murray) G.Don",409.5,809.5,"NE"
"Berberis umbellata Wall.","Berberis umbellata","Wall. ex G.Don",1600,2600,"NE"
"Berberis umbellata Wall.","Berberis aristata","DC.",1600,2600,"NE"
"Berberis umbellata Wall.","Berberis rotundifolia","Poepp. & Endl.",1600,2600,"NE"
"Liriope graminifolia (L.) Baker","Liriope graminifolia","(L.) Baker",NA,NA,"NE"
"Ophiopogon intermedius D.Don","Ophiopogon intermedius","D.Don",1545,2455,"NE"
"Impatiens lemannii Hook. f. & Thomson","Impatiens lemannii","Hook.f. & Thomson",NA,NA,"NE"
"Begonia dioica Buch.-Ham. ex D.Don","Begonia dioica","Buch.-Ham. ex D.Don",700,2200,"NE"
"Dipcadi serotinum (L.) Medik.","Dipcadi serotinum","(L.) Medik.",900,2100,"NE"
"Theropogon pallidus (Wall. ex Kunth) Maxim.","Theropogon pallidus","(Wall. ex Kunth) Maxim.",1235,2735,"NE"
"Arisaema jacquemontii Blume","Arisaema jacquemontii","Blume",1135,3135,"LC"
"Impatiens brachycentra Kar. & Kir.","Impatiens brachycentra","Kar. & Kir.",1500,2400,"NE"
"Vinca major L.","Vinca major","L.",700,1800,"NE"
"Arisaema propinquum Schott","Arisaema propinquum","Schott",1535,2735,"NE"
"Lemna gibba L.","Lemna gibba","L.",NA,NA,"LC"
"Polygonatum multiflorum (L.) All.","Polygonatum multiflorum","(L.) All.",750,2250,"NE"
"Carpinus viminea Wall. ex Lindl.","Carpinus viminea","Lindl. ex Wall.",1700,1800,"LC"
"Chamaerops humilis L.","Chamaerops humilis","L.",915.5,1065.5,"LC"
"Berberis vulgaris Linnaeus","Berberis vulgaris","L.",NA,NA,"NE"
"Impatiens racemosa DC.","Impatiens racemosa","DC.",1542.5,2457.5,"NE"
"Asparagus asiaticus L.","Asparagus asiaticus","L.",381,838,"NE"
"Impatiens glauca Hook. fil. & Thoms.","Impatiens glauca","Hook.f. & Thomson",252,3148,"NE"
"Marsdenia roylei Wight","Marsdenia roylei","Wight",2950,3050,"NE"
"Selinum filicifolium (Edgw.) Nasir","Selinum filicifolium","(Edgew.) Nasir",500,3500,"NE"
"Asparagus officinalis L.","Asparagus officinalis","L.",NA,NA,"LC"
"Typhonium diversifolium Wall.","Sauromatum diversifolium","(Wall. ex Schott) Cusimano & Hett.",135,3795,"NE"
"Impatiens amphorata Edgew.","Impatiens bicolor","Royle",814.5,2185.5,"NE"
"Tylophora tenerrima Wall. ex Wight","Vincetoxicum tenerrimum","(Wight) Kuntze",750,1750,"NE"
"Asparagus griffithii Baker","Asparagus griffithii","Baker",NA,NA,"NE"
"Maianthemum fuscum NA","Maianthemum fuscum","(Wall.) LaFrankie",1100,2600,"NE"
"Impatiens balsamina L.","Impatiens balsamina","L.",850,1050,"NE"
"Cordia vestita Hook. fil. & Thoms.","Cordia vestita","(A.DC.) Hook.f. & Thomson",457.5,761.5,"DD"
"Polygonatum cirrhifolium (Wall.) Royle","Polygonatum cirrhifolium","(Wall.) Royle",1550,3050,"NE"
"Remusatia pumila (D.Don) H.Li & A.Hay","Remusatia pumila","(D.Don) H.Li & A.Hay",1400,1800,"NE"
"Hydrocotyle sibthorpioides Lam.","Hydrocotyle sibthorpioides","Lam.",1100,1400,"LC"
"Agave cantala (Haw.) Roxb. ex Salm-Dyck","Agave vivipara","L.",750,1250,"NE"
"Berberis aristata DC.","Berberis aristata","DC.",1000,2500,"LC"
"Schefflera venulosa (Wight & Arn.) Harms","Heptapleurum venulosum","(Wight & Arn.) Seem.",850,1150,"LC"
"Cascabela thevetia (L.) H. Lippold","Cascabela thevetia","(L.) Lippold",685,815,"LC"
"Marsdenia lucida Edgew. ex Madden","Marsdenia lucida","Edgew. ex Madden",650,2150,"NE"
"Asparagus neglectus Kar. & Kir.","Asparagus neglectus","Kar. & Kir.",NA,NA,"NE"
"Dregea volubilis L. f.","Wattakaka volubilis","(L.f.) Stapf",500,900,"NE"
"Sauromatum venosum (Dryand. ex Aiton) Kunth","Sauromatum venosum","(Dryand. ex Aiton) Kunth",1050,1450,"LC"
"Polygonatum geminiflorum Decne.","Polygonatum geminiflorum","Decne.",700,3300,"NE"
"Rauvolfia serpentina (L.) Benth. ex Kurz","Rauvolfia serpentina","(L.) Benth. ex Kurz",700,800,"NE"
"Arisaema intermedium Blume","Arisaema intermedium","Blume",1250,2250,"NE"
"Bupleurum marginatum Wall. ex DC.","Bupleurum marginatum","Wall. ex DC.",1866.5,2933.5,"NE"
"Impatiens serrata Benth.","Impatiens serrata","Benth.",800,2800,"NE"
"Marsdenia tenacissima (Roxb.) Moon","Marsdenia tenacissima","(Roxb.) Moon",600,900,"NE"
"Heterostemma alatum Wight & Arn.","Heterostemma alatum","Wight & Arn.",800,1200,"NE"
"Scindapsus officinalis (Roxb.) Schott","Scindapsus officinalis","(Roxb.) Schott",800,900,"NE"
"Pergularia roylei (Wight) D. Dietr.","Marsdenia roylei","Wight",800,900,"NE"
"Vincetoxicum canescens (Willd.) Decne.","Vincetoxicum canescens","(Willd.) Decne.",457.5,1981.5,"NE"
"Holboellia latifolia Wall.","Stauntonia latifolia","(Wall.) R.Br. ex Wall.",1500,2500,"NE"
"Aralia cachemirica Decne.","Aralia cachemirica","Decne.",2050,2150,"NE"
"Ceropegia wallichii Wight","Ceropegia wallichii","Wight",1250,1650,"NE"
"Aralia parasitica (D.Don) J.Wen","Aralia parasitica","(D.Don) Buch.-Ham. ex Bosse",1250,1750,"NE"
"Telosma pallida (Roxb.) Craib","Telosma pallida","(Roxb.) Craib",655.5,868.5,"NE"
"Maianthemum purpureum NA","Maianthemum purpureum","(Wall.) LaFrankie",935,3335,"NE"
"Wolffia globosa (Roxb.) Hartog & Plas","Wolffia globosa","(Roxb.) Hartog & Plas",0,1400,"LC"
"Ilex excelsa (Wall.) Hook. fil.","Ilex excelsa","(Wall.) Voigt",1200,1800,"NE"
"Arisaema tortuosum (Wall.) Schott","Arisaema tortuosum","(Wall.) Schott",1525,1675,"NE"
"Balanophora involucrata Hook. fil.","Balanophora involucrata","Hook.f. & Thomson",900,2700,"NE"
"Remusatia vivipara (Roxb.) Schott","Remusatia vivipara","(Roxb.) Schott",745,1355,"NE"
"Periploca calophylla (Wight) Falconer","Cryptolepis calophylla","(Baill.) L.Joubert & Bruyns",1275,1725,"NE"
"Periploca calophylla (Wight) Falconer","Periploca calophylla","(Wight) Falc.",1275,1725,"NE"
"Arisaema costatum (Wall.) Mart.","Arisaema costatum","(Wall.) Mart.",450,2350,"NE"
"Torilis leptophylla (L.) Rchb. fil.","Torilis leptophylla","(L.) Rchb.f.",200,600,"NE"
"Hedera nepalensis K.Koch","Hedera nepalensis","K.Koch",1000,2200,"NE"
"Carissa carandas L.","Carissa carandas","L.",NA,NA,"NE"
"Catharanthus roseus (L.) G. Don","Catharanthus roseus","(L.) G.Don",700,800,"NE"
"Calotropis procera (Ait.) Ait. fil.","Calotropis procera","(Aiton) W.T.Aiton",400,500,"NE"
"Wrightia arborea (Dennst.) D.J. Mabberley","Wrightia arborea","(Dennst.) Mabb.",850,950,"LC"
"Semecarpus anacardium L. fil.","Semecarpus anacardium","L.f.",635.5,735.5,"LC"
"Lemna minor L.","Lemna minor","L.",1300,1700,"LC"
"Asparagus adscendens Roxb.","Asparagus adscendens","Roxb.",1243.5,1456.5,"NE"
"Pleurospermum stellatum (D. Don) Benth. ex C.B. Clarke","Hymenidium stellatum","(D.Don) Pimenov & Kljuykov",780.5,3219.5,"NE"
"Sium latijugum C. B. Cl.","Sium latijugum","C.B.Clarke",1010,2210,"NE"
"Vallaris solanacea (Roth) Kuntze","Vallaris solanacea","(Roth) Kuntze",750,850,"NE"
"Acorus calamus L.","Acorus calamus","L.",1450,1550,"LC"
"Seseli thomsonii (C. B. Cl.) M.G. Pimenov & E.V. Kljuykov","Seseli thomsonii","(C.B.Clarke) Pimenov & Kljuykov",NA,NA,"NE"
"Impatiens scabrida DC.","Impatiens scabrida","DC.",1300,2300,"NE"
"Spirodela polyrhiza (L.) Schleid.","Spirodela polyrhiza","(L.) Schleid.",750,950,"LC"
"Ceropegia macrantha Wight","Ceropegia macrantha","Wight",1075,1225,"NE"
"Cryptolepis dubia (Burm. fil.) M.R.Almeida","Cryptolepis buchananii","R.Br. ex Roem. & Schult.",1125,1225,"NE"
"Vincetoxicum hirundinaria Medik.","Vincetoxicum hirundinaria","Medik.",925,2725,"NE"
"Ilex odorata Buch.-Ham. ex D. Don","Ilex odorata","Buch.-Ham. ex D.Don",500,1300,"LC"
"Tylophora govanii (Wight) Decne.","Vincetoxicum govanii","(Wight & Arn.) Meve & Liede",530,2030,"NE"
"Gomphocarpus physocarpus E. Meyer","Gomphocarpus physocarpus","E.Mey.",400,800,"NE"
"Pleurospermum candollei Benth.","Hymenolaena candollei","DC.",1000,4000,"NE"
"Trachyspermum ammi (L.) Sprague","Trachyspermum ammi","(L.) Sprague",900,1100,"NE"
"Chonemorpha fragrans (Moon) Alst.","Chonemorpha fragrans","(Moon) Alston",850,950,"NE"
"Cynanchum auriculatum Royle ex Wight","Vincetoxicum auriculatum","(Royle ex Wight) Kuntze",1400,2300,"NE"
"Allium caesium Schrenk","Allium caesium","Schrenk",450,2850,"NE"
"Heracleum candicans Wall. ex DC.","Heracleum candicans","Wall. ex DC.",1550,3050,"NE"
"Pimpinella bracteata Haines","Pimpinella bracteata","Haines",NA,NA,"NE"
"Colocasia esculenta (L.) Schott","Colocasia esculenta","(L.) Schott",1295,1395,"LC"
"Hoya longifolia Wall. ex Wight","Hoya longifolia","Wall. ex Wight",1200,1300,"NE"
"Pleurospermum densiflorum (Lindl.) Benth. ex C. B. Cl.","Hymenidium densiflorum","Lindl.",600,3600,"NE"
"Nerium oleander L.","Nerium oleander","L.",950,1050,"LC"
"Asclepias curassavica L.","Asclepias curassavica","L.",950,1050,"NE"
"Aristolochia punjabensis Lace","Aristolochia punjabensis","Lace",152.5,2133.5,"NE"
"Peucedanum dhana Wall.","Peucedanum dhana","Buch.-Ham. ex C.B.Clarke",1200,1350,"NE"
"Asparagus filicinus Buch.-Ham. ex D.Don","Asparagus filicinus","Buch.-Ham. ex D.Don",1300,1700,"DD"
"Amorphophallus paeoniifolius (Dennst.) Nicolson","Amorphophallus paeoniifolius","(Dennst.) Nicolson",700,800,"LC"
"Ilex dipyrena Wall.","Ilex dipyrena","Wall.",1200,2200,"LC"
"Sanicula elata Buch.-Ham. ex D. Don","Sanicula elata","Buch.-Ham. ex D.Don",1650,1850,"NE"
"Seseli petrosciadium M.G. Pimenov & E.V. Kljuykov","Seseli petrosciadium","Pimenov & Kljuykov",500,3500,"NE"
"Selinum vaginatum (Edgew.) C. B. Cl.","Selinum vaginatum","(Edgew.) C.B.Clarke",1250,3250,"NE"
"Ceropegia longifolia Wall.","Ceropegia longifolia","Wall.",700,1700,"NE"
"Pleurospermum hookeri C. B. Cl.","Hymenidium hookeri","(C.B.Clarke) Pimenov & Kljuykov",775,4425,"NE"
"Cynanchum roylei Wight","Vincetoxicum roylei","(Wight) Kuntze",NA,NA,"NE"
"Holostemma ada-kodien Schult.","Cynanchum annularium","(Roxb.) Liede & Khanum",650,750,"NE"
"Torilis japonica (Houtt.) DC.","Torilis japonica","(Houtt.) DC.",1275,1775,"NE"
"Coriandrum sativum L.","Coriandrum sativum","L.",1250,1450,"NE"
"Carissa spinarum L.","Carissa spinarum","L.",850,950,"LC"
"Seseli mucronatum (Schrenk) Pimenov & Sdobnina","Seseli mucronatum","(Schrenk) Pimenov & Sdobnina",NA,NA,"NE"
"Vicatia coniifolia Wall. ex DC.","Vicatia coniifolia","DC.",2150,3850,"NE"
"Bunium persicum (Boiss.) B. Fedtsch.","Elwendia persica","(Boiss.) Pimenov & Kljuykov",100,1800,"NE"
"Ligusticum elatum (Edgew.) C.B. Clarke","Oreocome arguta","(Lindl.) Pimenov & Kljuykov",900,2400,"NE"
"Axyris hybrida L.","Axyris hybrida","L.",450,3050,"NE"
"Pleurospermum angelicoides (Wall. ex DC.) Benth. ex C.B. Clarke","Pterocyclus angelicoides","(DC.) Klotzsch",905.5,3344.5,"NE"
"Tabernaemontana divaricata (L.) R. Br. ex Roem. & Schult.","Tabernaemontana divaricata","(L.) R.Br. ex Roem. & Schult.",750,850,"LC"
"Tordyliopsis brunonis Wall. ex DC.","Tordyliopsis brunonis","DC.",1000,4000,"NE"
"Centella asiatica (L.) Urb.","Centella asiatica","(L.) Urb.",1100,1400,"LC"
"Pleurospermum stylosum C.B. Clarke","Aulacospermum stylosum","(C.B.Clarke) Rech.f. & Riedl",500,3000,"NE"
"Cynanchum dalhousiae Wight","Cynanchum dalhousiae","Wight",500,2000,"NE"
"Pimpinella diversifolia DC.","Pimpinella diversifolia","DC.",2000,2200,"NE"
"Ichnocarpus frutescens (L.) W. T. Aiton","Ichnocarpus frutescens","(L.) W.T.Aiton",700,1100,"NE"
"Heracleum wallichii DC.","Tetrataenium wallichii","(DC.) Manden.",1300,2800,"NE"
"Eriocycla nuda Lindl.","Seseli nudum","(Lindl.) Pimenov & Kljuykov",NA,NA,"NE"
"Pimpinella acuminata (Edgew.) C. B. Cl.","Pimpinella acuminata","(Edgew.) C.B.Clarke",1400,2300,"NE"
"Alstonia scholaris (L.) R. Br.","Alstonia scholaris","(L.) R.Br.",700,800,"LC"
"Selinum wallichianum (DC.) Raizada & Saxena","Ligusticopsis wallichiana","(DC.) Pimenov & Kljuykov",1250,2750,"NE"
"Angelica glauca Edgew.","Angelica glauca","Edgew.",600,2600,"EN"
"Turgenia latifolia (L.) Hoffm.","Turgenia latifolia","(L.) Hoffm.",700,1000,"NE"
"Osmorhiza aristata (Thunb.) Rydb.","Osmorhiza aristata","(Thunb.) Rydb.",1250,2750,"NE"
"Chaerophyllum reflexum Lindl.","Chaerophyllum reflexum","Lindl.",988,2512,"NE"
"Bupleurum thomsonii C. B. Cl.","Bupleurum thomsonii","C.B.Clarke",0,2700,"NE"
"Oenanthe javanica (Blume) DC.","Oenanthe javanica","(Blume) DC.",1725,1875,"LC"
"Psammogeton biternatum Edgew.","Psammogeton biternatus","Edgew.",200,600,"NE"
"Sagittaria guayanensis Kunth","Sagittaria guayanensis","Kunth",600,700,"LC"
"Lemna perpusilla Torr.","Lemna perpusilla","Torr.",900,1500,"LC"
"Selinum papyraceum C. B. Clarke","Conioselinum tataricum","Hoffm.",350,3350,"NE"
"Bupleurum jucundum Kurz","Bupleurum jucundum","Kurz",300,2600,"NE"
"Psammogeton canescens Vatke","Psammogeton canescens","(DC. ex Boiss.) Vatke",NA,NA,"NE"
"Bupleurum atroviolaceum (O.E Schulz) Nasir","Bupleurum rupestre","Edgew.",500,3000,"NE"
"Allium sativum L.","Allium sativum","L.",850,1250,"NE"
"Cyclospermum leptophyllum (Pers.) Sprague","Cyclospermum leptophyllum","(Pers.) Sprague ex Britton & P.Wilson",400,1100,"NE"
"Trachydium roylei Lindl.","Trachydium roylei","Lindl.",1167.5,4167.5,"NE"
"Bupleurum hoffmeisteri Klotzsch","Bupleurum hoffmeisteri","Klotzsch",NA,NA,"NE"
"Arisaema utile Hook.f. ex Schott","Arisaema utile","Hook.f. ex Schott",800,3200,"NE"
"Trachyspermum anethifolium (D. Don) H. Wolff","Trachyspermum anethifolium","(D.Don) H.Wolff",950,1350,"NE"
"Toxicodendron wallichii (Hook. fil.) Kuntze","Toxicodendron wallichii","(Hook.f.) Kuntze",1250,1550,"LC"
"Chaerophyllum villosum Wall.","Chaerophyllum villosum","Wall. ex DC.",950,2650,"NE"
"Heracleum pinnatum C. B. Cl.","Heracleum pinnatum","C.B.Clarke",NA,NA,"NE"
"Bupleurum candollei Wall.","Bupleurum candollei","Wall. ex DC.",1150,2850,"NE"
"Bupleurum gracillimum Klotzsch & Garcke","Bupleurum gracillimum","Klotzsch",600,3400,"NE"
"Heracleum nepalense D. Don","Tetrataenium nepalense","(D.Don) Manden.",1600,2400,"NE"
"Scandix pecten-veneris L.","Scandix pecten-veneris","L.",800,1200,"NE"
"Pycnocycla glauca Lindl.","Pycnocycla glauca","Lindl.",650,2350,"NE"
"Bupleurum maddenii C. B. Cl.","Bupleurum maddenii","C.B.Clarke",250,2950,"NE"
"Daucus carota L.","Daucus carota","L.",1300,1700,"LC"
"Ferula jaeschkeana Vatke","Ferula jaeschkeana","Vatke",950,2650,"NE"
"Pleurospermum brunonis (DC.) Benth. ex C. B. Clarke","Hymenidium brunonis","(DC.) Lindl.",1000,4000,"NE"
"Phaulopsis imbricata (Forssk.) Sweet","Phaulopsis imbricata","(Forssk.) Sweet",450,550,"LC"
"Allium sikkimense Baker","Allium sikkimense","Baker",1090,4090,"NE"
"Bupleurum lanceolatum Wall.","Bupleurum lanceolatum","Wall. ex DC.",1050,2450,"NE"
"Bupleurum swatianum Nasir","Bupleurum swatianum","Nasir",NA,NA,"NE"
"Pergularia daemia (Forssk.) Chiov.","Pergularia daemia","(Forssk.) Chiov.",450,550,"LC"
"Zephyranthes candida (Lindl.) Herb.","Zephyranthes candida","Herb.",700,1300,"NE"
"Spondias pinnata (L. fil.) Kurz","Spondias pinnata","(L.f.) Kurz",607.5,892.5,"NE"
"Pistacia chinensis Bunge","Pistacia chinensis","Bunge",1200,1300,"LC"
"Anethum graveolens L.","Anethum graveolens","L.",1200,1400,"NE"
"Deeringia amaranthoides (Lam.) Merr.","Deeringia amaranthoides","(Lam.) Merr.",850,950,"NE"
"Tylophora hirsuta Louis","Vincetoxicum hirsutum","(Wall.) Kuntze",700,800,"NE"
"Rhus succedanea L.","Toxicodendron succedaneum","(L.) Kuntze",1450,1550,"LC"
"Buchanania cochinchinensis (Lour.) Almeida","Buchanania cochinchinensis","(Lour.) M.R.Almeida",925,1075,"NE"
"Angelica archangelica L.","Angelica archangelica","L.",850,3150,"NE"
"Allium przewalskianum Regel","Allium przewalskianum","Regel",150,4050,"NE"
"Bupleurum aitchisonii (Boiss.) H. Wolff","Bupleurum aitchisonii","(Boiss.) H.Wolff",500,3000,"NE"
"Cortia depressa (D. Don) C. Norman","Cortia depressa","(D.Don) C.Norman",825,4175,"NE"
"Selinum elatum (Edgew.) Hiroe","Ligusticopsis wallichiana","(DC.) Pimenov & Kljuykov",1050,2950,"NE"
"Chaerophyllum capnoides (Decne.) Benth. & Hook. fil.","Neoconopodium capnoides","(Decne.) Pimenov & Kljuykov",50,1750,"NE"
"Zephyranthes minuta (Kunth) D.Dietr.","Zephyranthes minuta","(Kunth) D.Dietr.",200,800,"NE"
"Miliusa velutina (Dunal) Hook. f. & Thomson","Miliusa velutina","(DC.) Hook.f. & Thomson",382,532,"NE"
"Allium lilacinum Klotzsch","Allium lilacinum","Klotzsch",NA,NA,"NE"
"Calotropis gigantea (L.) W. T. Aiton","Calotropis gigantea","(L.) W.T.Aiton",450,550,"NE"
"Amaranthus hybridus L.","Amaranthus hybridus","L.",925,1925,"NE"
"Allium rubellum M.Bieb.","Allium rubellum","M.Bieb.",1550,1950,"NE"
"Allium cepa L.","Allium cepa","L.",700,1100,"NE"
"Dysphania botrys (L.) Mosyakin & Clemants","Dysphania botrys","(L.) Mosyakin & Clemants",1750,2250,"NE"
"Zephyranthes carinata Herb.","Zephyranthes carinata","Herb.",1175,1275,"NE"
"Rhus chinensis Mill.","Rhus chinensis","Mill.",1175,1825,"LC"
"Allium semenovii Regel","Allium semenovii","Regel",250,3750,"NE"
"Anthriscus sylvestris (L.) Hoffm.","Anthriscus sylvestris","(L.) Hoffm.",NA,NA,"NE"
"Krascheninnikovia ceratoides (L.) Gueldenst.","Krascheninnikovia ceratoides","(L.) Gueldenst.",1500,4000,"NE"
"Allium victorialis L.","Allium victorialis","L.",600,3300,"NE"
"Apium graveolens L.","Apium graveolens","L.",1200,1600,"LC"
"Anthriscus nemorosa (Bieb.) Sprengel","Anthriscus sylvestris subsp. sylvestris",NA,650,3150,"NE"
"Anthriscus nemorosa (Bieb.) Sprengel","Anthriscus nemorosa","(M.Bieb.) Spreng.",650,3150,"NE"
"Heracleum cachemiricum C.B. Clarke","Tricholaser cachemiricum","(C.B.Clarke) Alava",NA,NA,"NE"
"Allium wallichii Kunth","Allium wallichii","Kunth",1175,3475,"NE"
"Bupleurum hamiltonii Balak.","Bupleurum hamiltonii","N.P.Balakr.",1350,1850,"NE"
"Cyathula capitata Moq.","Cyathula capitata","Moq.",1150,2150,"NE"
"Beaumontia grandiflora Wall.","Beaumontia grandiflora","Wall.",700,800,"NE"
"Acronema tenerum (DC.) Edgew.","Acronema tenerum","(DC.) Edgew.",2250,2750,"NE"
"Heracleum canescens Lindl.","Tetrataenium canescens","(Lindl.) Manden.",750,2250,"NE"
"Pupalia lappacea (L.) Juss.","Pupalia lappacea","(L.) Juss.",1245.5,1345.5,"LC"
"Pistacia khinjuk Stocks ex Stocks","Pistacia khinjuk","Stocks",1050,1450,"LC"
"Chenopodium hybridum L.","Chenopodiastrum hybridum","(L.) S.Fuentes, Uotila & Borsch",100,2900,"NE"
"Gomphrena globosa L.","Gomphrena globosa","L.",650,850,"NE"
"Pleurospermum lindleyanum (Lipsky) B. Fedtsch.","Hymenidium lindleyanum","(Klotzsch) Pimenov & Kljuykov",NA,NA,"NE"
"Strobilanthes glutinosus Nees","Strobilanthes ixiocephala","Benth.",900,1600,"NE"
"Strobilanthes glutinosus Nees","Strobilanthes glutinosa","Nees",900,1600,"NE"
"Chenopodium album L.","Chenopodium album","L.",2350,2650,"NE"
"Bosea amherstiana (Moq.) Hook. f.","Bosea amherstiana","(Moq.) Hook.f.",500,2000,"NE"
